sku_id,sku_code,sku_name,brand,category_id,subcategory_id,supplier_id,pack_size,units_per_case,cases_per_pallet,pallet_weight_kg,unit_price_zar,case_price_zar,shelf_life_days,requires_chilled,requires_frozen,is_own_label,status
464,SKU000464,Bakers Eetsumor Biscuits 500g,Bakers Eetsumor,2,18,60,500g,12,107,877.4,13.05,156.6,11,N,N,N,ACTIVE
465,SKU000465,Bakers Eetsumor Biscuits 500g,Bakers Eetsumor,2,18,60,500g,12,102,846.6,24.94,299.28,3,N,N,N,ACTIVE
466,SKU000466,Bakers Eetsumor Crackers 500g,Bakers Eetsumor,2,19,60,500g,12,79,726.8,57.46,689.52,5,N,N,N,ACTIVE
467,SKU000467,Zulu Rolls Rolls & Buns 500g,Zulu Rolls,2,16,14,500g,12,74,1317.2,31.17,374.04,13,N,N,N,ACTIVE
468,SKU000468,Signature Rolls Rolls & Buns 750g,Signature Rolls,2,16,60,750g,10,92,1527.2,55.54,555.4,11,N,N,N,ACTIVE
469,SKU000469,Cape Biscuits Biscuits 750g,Cape Biscuits,2,18,59,750g,10,89,1486.3,35.98,359.8,12,N,N,N,ACTIVE
470,SKU000470,Ouma Rusks Crackers 1kg,Ouma Rusks,2,19,59,1kg,8,79,347.6,30.72,245.76,4,N,N,N,ACTIVE
471,SKU000471,Bakers Eetsumor Bread 400g,Bakers Eetsumor,2,15,60,400g,12,90,1449.0,53.37,640.44,7,N,N,N,ACTIVE
472,SKU000472,Ritebrand Biscuits 1kg,Ritebrand,2,18,79,1kg,8,108,280.8,40.45,323.6,7,N,N,Y,ACTIVE
473,SKU000473,Pioneer Foods Biscuits 1kg,Pioneer Foods,2,18,3,1kg,8,74,1191.4,29.79,238.32,3,N,N,N,ACTIVE
474,SKU000474,Zulu Biscuits Biscuits 750g,Zulu Biscuits,2,18,30,750g,10,73,1073.1,26.89,268.9,10,N,N,N,ACTIVE
475,SKU000475,Kellogg SA Bread 500g,Kellogg SA,2,15,14,500g,12,91,828.1,58.71,704.52,7,N,N,N,ACTIVE
476,SKU000476,Ubuntu Biscuits Biscuits 400g,Ubuntu Biscuits,2,18,60,400g,12,84,1394.4,32.09,385.08,11,N,N,N,ACTIVE
477,SKU000477,Zulu Rusks Rusks 500g,Zulu Rusks,2,17,1,500g,12,76,767.6,25.56,306.72,11,N,N,N,ACTIVE
478,SKU000478,Royal Crackers Crackers 500g,Royal Crackers,2,19,1,500g,12,84,436.8,53.76,645.12,10,N,N,N,ACTIVE
479,SKU000479,Umhlanga Bread Bread 500g,Umhlanga Bread,2,15,44,500g,12,89,836.6,28.42,341.04,4,N,N,N,ACTIVE
480,SKU000480,Kellogg SA Bread 750g,Kellogg SA,2,15,14,750g,10,103,494.4,39.7,397.0,12,N,N,N,ACTIVE
481,SKU000481,Bakers SA Crackers 750g,Bakers SA,2,19,44,750g,10,82,500.2,51.88,518.8,4,N,N,N,ACTIVE
482,SKU000482,Tiger Brands Rusks 1kg,Tiger Brands,2,17,1,1kg,8,75,840.0,18.15,145.2,6,N,N,N,ACTIVE
483,SKU000483,Ritebrand Rolls & Buns 500g,Ritebrand,2,16,79,500g,12,89,907.8,42.58,510.96,13,N,N,Y,ACTIVE
484,SKU000484,Table Mountain Bread Bread 500g,Table Mountain Bread,2,15,46,500g,12,113,1672.4,18.66,223.92,7,N,N,N,ACTIVE
485,SKU000485,Savannah Rusks Rusks 1kg,Savannah Rusks,2,17,45,1kg,8,94,517.0,32.95,263.6,12,N,N,N,ACTIVE
486,SKU000486,Ritebrand Cream 250ml,Ritebrand,3,26,79,250ml,24,48,604.8,53.36,1280.64,18,Y,N,Y,ACTIVE
487,SKU000487,Oh My Goodness! Chilled Juice 125g,Oh My Goodness!,3,28,80,125g,24,66,244.2,37.39,897.36,9,Y,N,Y,ACTIVE
488,SKU000488,Nestle SA Margarine 1L,Nestle SA,3,25,7,1L,12,65,871.0,34.59,415.08,16,Y,N,N,ACTIVE
489,SKU000489,Clover SA Cheese 125g,Clover SA,3,23,5,125g,24,63,938.7,82.48,1979.52,26,Y,N,N,ACTIVE
490,SKU000490,Oh My Goodness! Cream 1L,Oh My Goodness!,3,26,80,1L,12,56,700.0,69.1,829.2,16,Y,N,Y,ACTIVE
491,SKU000491,Libstar Butter 2L,Libstar,3,24,32,2L,6,72,813.6,70.25,421.5,13,Y,N,N,ACTIVE
492,SKU000492,Parmalat SA Margarine 125g,Parmalat SA,3,25,6,125g,24,78,990.6,82.99,1991.76,12,Y,N,N,ACTIVE
493,SKU000493,Clover SA Chilled Juice 1L,Clover SA,3,28,5,1L,12,54,750.6,50.31,603.72,24,Y,N,N,ACTIVE
494,SKU000494,Oh My Goodness! Yoghurt 1L,Oh My Goodness!,3,22,80,1L,12,53,296.8,31.67,380.04,16,Y,N,Y,ACTIVE
495,SKU000495,Royal Cream Cream 1L,Royal Cream,3,26,8,1L,12,64,601.6,58.92,707.04,27,Y,N,N,ACTIVE
496,SKU000496,In2Foods Long-Life Milk 500ml,In2Foods,3,21,37,500ml,20,80,1032.0,23.99,479.8,20,Y,N,N,ACTIVE
497,SKU000497,Clover SA Fresh Milk 500ml,Clover SA,3,20,5,500ml,20,60,1068.0,40.7,814.0,21,Y,N,N,ACTIVE
498,SKU000498,Kalahari Yoghurt Yoghurt 500ml,Kalahari Yoghurt,3,22,8,500ml,20,53,641.3,51.57,1031.4,8,Y,N,N,ACTIVE
499,SKU000499,In2Foods Fresh Milk 1L,In2Foods,3,20,37,1L,12,61,286.7,72.09,865.08,22,Y,N,N,ACTIVE
500,SKU000500,Clover SA Long-Life Milk 125g,Clover SA,3,21,5,125g,24,75,637.5,62.51,1500.24,19,Y,N,N,ACTIVE
501,SKU000501,Pioneer Foods Fresh Milk 125g,Pioneer Foods,3,20,3,125g,24,60,1032.0,69.8,1675.2,23,Y,N,N,ACTIVE
502,SKU000502,Gold Cheese Cheese 250ml,Gold Cheese,3,23,3,250ml,24,63,1008.0,31.97,767.28,19,Y,N,N,ACTIVE
503,SKU000503,Ritebrand Chilled Juice 1L,Ritebrand,3,28,79,1L,12,58,156.6,19.9,238.8,16,Y,N,Y,ACTIVE
504,SKU000504,Umhlanga Eggs Eggs 125g,Umhlanga Eggs,3,27,68,125g,24,69,897.0,47.52,1140.48,22,Y,N,N,ACTIVE
505,SKU000505,Parmalat SA Margarine 500ml,Parmalat SA,3,25,6,500ml,20,73,408.8,16.43,328.6,13,Y,N,N,ACTIVE
506,SKU000506,Ritebrand Fresh Milk 125g,Ritebrand,3,20,79,125g,24,58,777.2,24.24,581.76,8,Y,N,Y,ACTIVE
507,SKU000507,Oh My Goodness! Cream 1L,Oh My Goodness!,3,26,80,1L,12,51,142.8,59.54,714.48,10,Y,N,Y,ACTIVE
508,SKU000508,Cape Fresh Fresh Milk 250ml,Cape Fresh,3,20,3,250ml,24,74,296.0,48.32,1159.68,11,Y,N,N,ACTIVE
509,SKU000509,Oh My Goodness! Cheese 250ml,Oh My Goodness!,3,23,80,250ml,24,67,241.2,46.57,1117.68,23,Y,N,Y,ACTIVE
510,SKU000510,Ritebrand Butter 125g,Ritebrand,3,24,79,125g,24,56,918.4,46.41,1113.84,23,Y,N,Y,ACTIVE
511,SKU000511,Nestle SA Long-Life Milk 250ml,Nestle SA,3,21,7,250ml,24,54,631.8,52.33,1255.92,23,Y,N,N,ACTIVE
512,SKU000512,Unilever SA Cheese 2L,Unilever SA,3,23,8,2L,6,66,712.8,27.03,162.18,29,Y,N,N,ACTIVE
513,SKU000513,Table Mountain Eggs Eggs 500ml,Table Mountain Eggs,3,27,8,500ml,20,48,163.2,15.96,319.2,28,Y,N,N,ACTIVE
514,SKU000514,Clover SA Eggs 250ml,Clover SA,3,27,5,250ml,24,80,1088.0,20.63,495.12,27,Y,N,N,ACTIVE
515,SKU000515,Royal Cheese Cheese 1L,Royal Cheese,3,23,37,1L,12,64,230.4,49.82,597.84,16,Y,N,N,ACTIVE
516,SKU000516,Oh My Goodness! Margarine 1L,Oh My Goodness!,3,25,80,1L,12,75,262.5,70.39,844.68,8,Y,N,Y,ACTIVE
517,SKU000517,Clover SA Fresh Milk 500ml,Clover SA,3,20,5,500ml,20,69,621.0,41.81,836.2,30,Y,N,N,ACTIVE
518,SKU000518,Zulu Long-Life Long-Life Milk 1L,Zulu Long-Life,3,21,8,1L,12,59,495.6,23.54,282.48,19,Y,N,N,ACTIVE
519,SKU000519,Libstar Eggs 500ml,Libstar,3,27,32,500ml,20,55,748.0,24.94,498.8,12,Y,N,N,ACTIVE
520,SKU000520,Signature Long-Life Long-Life Milk 125g,Signature Long-Life,3,21,32,125g,24,78,1006.2,75.17,1804.08,18,Y,N,N,ACTIVE
521,SKU000521,Oh My Goodness! Fresh Milk 500ml,Oh My Goodness!,3,20,80,500ml,20,78,296.4,84.03,1680.6,20,Y,N,Y,ACTIVE
522,SKU000522,Pioneer Foods Eggs 250ml,Pioneer Foods,3,27,3,250ml,24,64,140.8,64.12,1538.88,23,Y,N,N,ACTIVE
523,SKU000523,Oh My Goodness! Cheese 1L,Oh My Goodness!,3,23,80,1L,12,54,734.4,47.46,569.52,22,Y,N,Y,ACTIVE
524,SKU000524,Oh My Goodness! Margarine 2L,Oh My Goodness!,3,25,80,2L,6,57,621.3,77.93,467.58,26,Y,N,Y,ACTIVE
525,SKU000525,Pioneer Foods Fresh Milk 500ml,Pioneer Foods,3,20,3,500ml,20,80,1248.0,78.66,1573.2,9,Y,N,N,ACTIVE
526,SKU000526,Kalahari Eggs Eggs 500ml,Kalahari Eggs,3,27,8,500ml,20,69,193.2,87.76,1755.2,19,Y,N,N,ACTIVE
527,SKU000527,Ubuntu Cream Cream 250ml,Ubuntu Cream,3,26,6,250ml,24,77,862.4,48.31,1159.44,21,Y,N,N,ACTIVE
528,SKU000528,RCL Foods Margarine 2L,RCL Foods,3,25,4,2L,6,49,421.4,22.7,136.2,7,Y,N,N,ACTIVE
529,SKU000529,Ritebrand Long-Life Milk 125g,Ritebrand,3,21,79,125g,24,67,737.0,81.76,1962.24,27,Y,N,Y,ACTIVE
530,SKU000530,Highveld Eggs Eggs 1L,Highveld Eggs,3,27,8,1L,12,51,790.5,76.24,914.88,26,Y,N,N,ACTIVE
531,SKU000531,Oh My Goodness! Eggs 1L,Oh My Goodness!,3,27,80,1L,12,76,1071.6,23.55,282.6,14,Y,N,Y,ACTIVE
532,SKU000532,Umhlanga Fresh Fresh Milk 1L,Umhlanga Fresh,3,20,8,1L,12,66,528.0,56.08,672.96,12,Y,N,N,ACTIVE
533,SKU000533,Zulu Eggs Eggs 2L,Zulu Eggs,3,27,5,2L,6,54,275.4,34.07,204.42,19,Y,N,N,ACTIVE
534,SKU000534,In2Foods Cheese 500ml,In2Foods,3,23,37,500ml,20,69,593.4,23.08,461.6,28,Y,N,N,ACTIVE
535,SKU000535,In2Foods Long-Life Milk 2L,In2Foods,3,21,37,2L,6,80,800.0,25.1,150.6,8,Y,N,N,ACTIVE
536,SKU000536,Libstar Chilled Juice 125g,Libstar,3,28,32,125g,24,78,1131.0,84.33,2023.92,29,Y,N,N,ACTIVE
537,SKU000537,Umhlanga Yoghurt Yoghurt 250ml,Umhlanga Yoghurt,3,22,5,250ml,24,72,842.4,64.31,1543.44,19,Y,N,N,ACTIVE
538,SKU000538,Ritebrand Cream 500ml,Ritebrand,3,26,79,500ml,20,65,487.5,44.84,896.8,16,Y,N,Y,ACTIVE
539,SKU000539,Clover SA Eggs 500ml,Clover SA,3,27,5,500ml,20,74,1198.8,60.19,1203.8,29,Y,N,N,ACTIVE
540,SKU000540,Heritage Chilled Chilled Juice 125g,Heritage Chilled,3,28,8,125g,24,61,732.0,30.07,721.68,28,Y,N,N,ACTIVE
541,SKU000541,Oh My Goodness! Yoghurt 500ml,Oh My Goodness!,3,22,80,500ml,20,80,976.0,55.69,1113.8,29,Y,N,Y,ACTIVE
542,SKU000542,Unilever SA Long-Life Milk 125g,Unilever SA,3,21,8,125g,24,78,1333.8,58.71,1409.04,28,Y,N,N,ACTIVE
543,SKU000543,Kalahari Chilled Chilled Juice 2L,Kalahari Chilled,3,28,7,2L,6,48,115.2,54.2,325.2,8,Y,N,N,ACTIVE
544,SKU000544,Highveld Cheese Cheese 500ml,Highveld Cheese,3,23,7,500ml,20,66,283.8,66.25,1325.0,16,Y,N,N,ACTIVE
545,SKU000545,Astral Foods Cheese 250ml,Astral Foods,3,23,68,250ml,24,70,252.0,76.05,1825.2,30,Y,N,N,ACTIVE
546,SKU000546,Parmalat SA Chilled Juice 125g,Parmalat SA,3,28,6,125g,24,72,1044.0,32.82,787.68,16,Y,N,N,ACTIVE
547,SKU000547,Savannah Fresh Fresh Milk 2L,Savannah Fresh,3,20,32,2L,6,74,1302.4,86.75,520.5,8,Y,N,N,ACTIVE
548,SKU000548,Nestle SA Fresh Milk 500ml,Nestle SA,3,20,7,500ml,20,76,1261.6,77.25,1545.0,27,Y,N,N,ACTIVE
549,SKU000549,Ritebrand Margarine 125g,Ritebrand,3,25,79,125g,24,60,1044.0,73.21,1757.04,16,Y,N,Y,ACTIVE
550,SKU000550,Royal Eggs Eggs 250ml,Royal Eggs,3,27,5,250ml,24,59,814.2,87.19,2092.56,20,Y,N,N,ACTIVE
551,SKU000551,Ubuntu Butter Butter 1L,Ubuntu Butter,3,24,68,1L,12,56,868.0,27.07,324.84,29,Y,N,N,ACTIVE
552,SKU000552,Pioneer Foods Yoghurt 500ml,Pioneer Foods,3,22,3,500ml,20,68,979.2,59.77,1195.4,28,Y,N,N,ACTIVE
553,SKU000553,In2Foods Butter 125g,In2Foods,3,24,37,125g,24,70,931.0,20.47,491.28,12,Y,N,N,ACTIVE
554,SKU000554,Classic Chilled Chilled Juice 125g,Classic Chilled,3,28,4,125g,24,58,614.8,46.19,1108.56,13,Y,N,N,ACTIVE
555,SKU000555,Unilever SA Margarine 1L,Unilever SA,3,25,8,1L,12,66,924.0,31.38,376.56,24,Y,N,N,ACTIVE
556,SKU000556,RCL Foods Fresh Milk 1L,RCL Foods,3,20,4,1L,12,76,934.8,33.03,396.36,14,Y,N,N,ACTIVE
557,SKU000557,Oh My Goodness! Fresh Milk 1L,Oh My Goodness!,3,20,80,1L,12,72,1231.2,83.69,1004.28,19,Y,N,Y,ACTIVE
558,SKU000558,Highveld Butter Butter 1L,Highveld Butter,3,24,68,1L,12,49,744.8,83.35,1000.2,23,Y,N,N,ACTIVE
559,SKU000559,In2Foods Eggs 250ml,In2Foods,3,27,37,250ml,24,66,336.6,82.37,1976.88,10,Y,N,N,ACTIVE
560,SKU000560,Astral Foods Yoghurt 125g,Astral Foods,3,22,68,125g,24,48,259.2,62.02,1488.48,13,Y,N,N,ACTIVE
561,SKU000561,RCL Foods Cream 500ml,RCL Foods,3,26,4,500ml,20,75,1275.0,63.49,1269.8,11,Y,N,N,ACTIVE
562,SKU000562,In2Foods Fresh Milk 1L,In2Foods,3,20,37,1L,12,50,145.0,21.56,258.72,24,Y,N,N,ACTIVE
563,SKU000563,Ritebrand Long-Life Milk 500ml,Ritebrand,3,21,79,500ml,20,64,588.8,45.57,911.4,19,Y,N,Y,ACTIVE
564,SKU000564,Unilever SA Cream 250ml,Unilever SA,3,26,8,250ml,24,72,763.2,65.5,1572.0,26,Y,N,N,ACTIVE
565,SKU000565,Ritebrand Long-Life Milk 250ml,Ritebrand,3,21,79,250ml,24,52,520.0,41.83,1003.92,16,Y,N,Y,ACTIVE
566,SKU000566,Ritebrand Butter 250ml,Ritebrand,3,24,79,250ml,24,66,594.0,72.4,1737.6,19,Y,N,Y,ACTIVE
567,SKU000567,In2Foods Fresh Milk 500ml,In2Foods,3,20,37,500ml,20,62,514.6,25.23,504.6,24,Y,N,N,ACTIVE
568,SKU000568,Oh My Goodness! Butter 500ml,Oh My Goodness!,3,24,80,500ml,20,67,1112.2,65.8,1316.0,30,Y,N,Y,ACTIVE
569,SKU000569,Pioneer Foods Margarine 125g,Pioneer Foods,3,25,3,125g,24,57,119.7,24.24,581.76,24,Y,N,N,ACTIVE
570,SKU000570,Signature Chilled Chilled Juice 1L,Signature Chilled,3,28,4,1L,12,61,1006.5,71.12,853.44,27,Y,N,N,ACTIVE
571,SKU000571,Premium Chilled Chilled Juice 500ml,Premium Chilled,3,28,5,500ml,20,59,908.6,31.56,631.2,28,Y,N,N,ACTIVE
572,SKU000572,Cape Fresh Fresh Milk 2L,Cape Fresh,3,20,68,2L,6,52,161.2,36.8,220.8,25,Y,N,N,ACTIVE
573,SKU000573,Gold Eggs Eggs 1L,Gold Eggs,3,27,8,1L,12,56,324.8,65.35,784.2,13,Y,N,N,ACTIVE
574,SKU000574,In2Foods Margarine 2L,In2Foods,3,25,37,2L,6,69,476.1,61.23,367.38,25,Y,N,N,ACTIVE
575,SKU000575,Cape Margarine Margarine 2L,Cape Margarine,3,25,8,2L,6,58,342.2,15.36,92.16,27,Y,N,N,ACTIVE
576,SKU000576,Ubuntu Cream Cream 1L,Ubuntu Cream,3,26,7,1L,12,56,408.8,65.97,791.64,18,Y,N,N,ACTIVE
577,SKU000577,In2Foods Butter 125g,In2Foods,3,24,37,125g,24,54,631.8,28.18,676.32,11,Y,N,N,ACTIVE
578,SKU000578,Parmalat SA Chilled Juice 1L,Parmalat SA,3,28,6,1L,12,52,847.6,69.56,834.72,27,Y,N,N,ACTIVE
579,SKU000579,Ritebrand Fresh Milk 125g,Ritebrand,3,20,79,125g,24,73,394.2,72.69,1744.56,8,Y,N,Y,ACTIVE
580,SKU000580,Umhlanga Chilled Chilled Juice 125g,Umhlanga Chilled,3,28,7,125g,24,78,343.2,64.04,1536.96,25,Y,N,N,ACTIVE
581,SKU000581,Clover SA Butter 2L,Clover SA,3,24,5,2L,6,80,664.0,53.28,319.68,28,Y,N,N,ACTIVE
582,SKU000582,Ritebrand Cheese 500ml,Ritebrand,3,23,79,500ml,20,80,360.0,25.53,510.6,25,Y,N,Y,ACTIVE
583,SKU000583,Heritage Yoghurt Yoghurt 1L,Heritage Yoghurt,3,22,37,1L,12,50,490.0,31.41,376.92,14,Y,N,N,ACTIVE
584,SKU000584,Oh My Goodness! Fresh Milk 500ml,Oh My Goodness!,3,20,80,500ml,20,71,1185.7,44.11,882.2,8,Y,N,Y,ACTIVE
585,SKU000585,Oh My Goodness! Fresh Milk 1L,Oh My Goodness!,3,20,80,1L,12,54,556.2,67.78,813.36,15,Y,N,Y,ACTIVE
586,SKU000586,Ritebrand Butter 125g,Ritebrand,3,24,79,125g,24,59,477.9,43.25,1038.0,25,Y,N,Y,ACTIVE
587,SKU000587,Zulu Long-Life Long-Life Milk 1L,Zulu Long-Life,3,21,68,1L,12,72,403.2,87.95,1055.4,18,Y,N,N,ACTIVE
588,SKU000588,Gold Eggs Eggs 125g,Gold Eggs,3,27,37,125g,24,48,201.6,52.64,1263.36,23,Y,N,N,ACTIVE
589,SKU000589,Parmalat SA Butter 500ml,Parmalat SA,3,24,6,500ml,20,59,684.4,26.8,536.0,28,Y,N,N,ACTIVE
590,SKU000590,Premium Cheese Cheese 1L,Premium Cheese,3,23,32,1L,12,55,533.5,51.11,613.32,27,Y,N,N,ACTIVE
591,SKU000591,Savannah Cream Cream 500ml,Savannah Cream,3,26,3,500ml,20,50,575.0,24.59,491.8,8,Y,N,N,ACTIVE
592,SKU000592,Table Mountain Yoghurt Yoghurt 500ml,Table Mountain Yoghurt,3,22,3,500ml,20,64,659.2,84.18,1683.6,27,Y,N,N,ACTIVE
593,SKU000593,Oh My Goodness! Fresh Milk 1L,Oh My Goodness!,3,20,80,1L,12,53,620.1,31.24,374.88,22,Y,N,Y,ACTIVE
594,SKU000594,Clover SA Eggs 500ml,Clover SA,3,27,5,500ml,20,74,1087.8,60.06,1201.2,12,Y,N,N,ACTIVE
595,SKU000595,Signature Chilled Chilled Juice 500ml,Signature Chilled,3,28,7,500ml,20,69,793.5,84.18,1683.6,19,Y,N,N,ACTIVE
596,SKU000596,RCL Foods Yoghurt 250ml,RCL Foods,3,22,4,250ml,24,60,990.0,54.2,1300.8,11,Y,N,N,ACTIVE
597,SKU000597,Clover SA Long-Life Milk 2L,Clover SA,3,21,5,2L,6,50,525.0,80.83,484.98,9,Y,N,N,ACTIVE
598,SKU000598,Oh My Goodness! Eggs 500ml,Oh My Goodness!,3,27,80,500ml,20,48,691.2,82.27,1645.4,27,Y,N,Y,ACTIVE
599,SKU000599,Highveld Cream Cream 2L,Highveld Cream,3,26,68,2L,6,71,937.2,80.61,483.66,22,Y,N,N,ACTIVE
600,SKU000600,Unilever SA Cream 125g,Unilever SA,3,26,8,125g,24,54,329.4,46.91,1125.84,9,Y,N,N,ACTIVE
601,SKU000601,Ritebrand Butter 125g,Ritebrand,3,24,79,125g,24,74,155.4,34.34,824.16,30,Y,N,Y,ACTIVE
602,SKU000602,Ritebrand Fresh Milk 125g,Ritebrand,3,20,79,125g,24,55,440.0,53.98,1295.52,13,Y,N,Y,ACTIVE
603,SKU000603,Zulu Margarine Margarine 1L,Zulu Margarine,3,25,32,1L,12,54,669.6,26.61,319.32,24,Y,N,N,ACTIVE
604,SKU000604,Ritebrand Cream 1L,Ritebrand,3,26,79,1L,12,65,546.0,89.38,1072.56,13,Y,N,Y,ACTIVE
605,SKU000605,Supreme Cream Cream 125g,Supreme Cream,3,26,68,125g,24,78,850.2,28.4,681.6,25,Y,N,N,ACTIVE
606,SKU000606,Libstar Margarine 500ml,Libstar,3,25,32,500ml,20,55,500.5,71.09,1421.8,12,Y,N,N,ACTIVE
607,SKU000607,Parmalat SA Long-Life Milk 125g,Parmalat SA,3,21,6,125g,24,73,1080.4,73.96,1775.04,28,Y,N,N,ACTIVE
608,SKU000608,Table Mountain Fresh Fresh Milk 2L,Table Mountain Fresh,3,20,5,2L,6,48,729.6,75.33,451.98,20,Y,N,N,ACTIVE
609,SKU000609,RCL Foods Long-Life Milk 1L,RCL Foods,3,21,4,1L,12,62,725.4,42.81,513.72,19,Y,N,N,ACTIVE
610,SKU000610,Nestle SA Chilled Juice 125g,Nestle SA,3,28,7,125g,24,51,770.1,85.93,2062.32,21,Y,N,N,ACTIVE
611,SKU000611,Parmalat SA Fresh Milk 125g,Parmalat SA,3,20,6,125g,24,66,957.0,29.61,710.64,29,Y,N,N,ACTIVE
612,SKU000612,Ritebrand Cheese 500ml,Ritebrand,3,23,79,500ml,20,50,625.0,41.98,839.6,12,Y,N,Y,ACTIVE
613,SKU000613,Royal Long-Life Long-Life Milk 2L,Royal Long-Life,3,21,7,2L,6,70,595.0,65.22,391.32,30,Y,N,N,ACTIVE
614,SKU000614,RCL Foods Long-Life Milk 125g,RCL Foods,3,21,4,125g,24,66,719.4,69.46,1667.04,18,Y,N,N,ACTIVE
615,SKU000615,Premium Butter Butter 125g,Premium Butter,3,24,6,125g,24,60,510.0,49.11,1178.64,20,Y,N,N,ACTIVE
616,SKU000616,Savannah Chilled Chilled Juice 125g,Savannah Chilled,3,28,4,125g,24,52,384.8,52.74,1265.76,15,Y,N,N,ACTIVE
617,SKU000617,Ritebrand Chilled Juice 1L,Ritebrand,3,28,79,1L,12,76,836.0,87.45,1049.4,14,Y,N,Y,ACTIVE
618,SKU000618,Highveld Margarine Margarine 2L,Highveld Margarine,3,25,37,2L,6,49,298.9,51.15,306.9,14,Y,N,N,ACTIVE
619,SKU000619,Unilever SA Cheese 2L,Unilever SA,3,23,8,2L,6,70,154.0,53.74,322.44,14,Y,N,N,ACTIVE
620,SKU000620,Heritage Butter Butter 2L,Heritage Butter,3,24,4,2L,6,69,1166.1,20.7,124.2,13,Y,N,N,ACTIVE
621,SKU000621,Supreme Butter Butter 500ml,Supreme Butter,3,24,5,500ml,20,79,458.2,70.28,1405.6,13,Y,N,N,ACTIVE
622,SKU000622,Parmalat SA Cheese 500ml,Parmalat SA,3,23,6,500ml,20,70,259.0,26.7,534.0,28,Y,N,N,ACTIVE
623,SKU000623,Ritebrand Eggs 250ml,Ritebrand,3,27,79,250ml,24,50,395.0,78.6,1886.4,17,Y,N,Y,ACTIVE
624,SKU000624,Ritebrand Eggs 1L,Ritebrand,3,27,79,1L,12,79,1121.8,28.72,344.64,23,Y,N,Y,ACTIVE
625,SKU000625,Savannah Butter Butter 500ml,Savannah Butter,3,24,32,500ml,20,56,828.8,19.06,381.2,8,Y,N,N,ACTIVE
626,SKU000626,Unilever SA Chilled Juice 2L,Unilever SA,3,28,8,2L,6,59,230.1,49.29,295.74,17,Y,N,N,ACTIVE
627,SKU000627,Pioneer Foods Fresh Milk 500ml,Pioneer Foods,3,20,3,500ml,20,72,518.4,58.58,1171.6,15,Y,N,N,ACTIVE
628,SKU000628,Premium Yoghurt Yoghurt 1L,Premium Yoghurt,3,22,68,1L,12,63,1089.9,35.21,422.52,22,Y,N,N,ACTIVE
629,SKU000629,Table Mountain Cream Cream 2L,Table Mountain Cream,3,26,6,2L,6,71,596.4,42.38,254.28,11,Y,N,N,ACTIVE
630,SKU000630,Highveld Cheese Cheese 1L,Highveld Cheese,3,23,4,1L,12,63,989.1,56.65,679.8,30,Y,N,N,ACTIVE
631,SKU000631,In2Foods Yoghurt 250ml,In2Foods,3,22,37,250ml,24,59,247.8,46.61,1118.64,27,Y,N,N,ACTIVE
632,SKU000632,Astral Foods Chilled Juice 1L,Astral Foods,3,28,68,1L,12,79,869.0,37.5,450.0,19,Y,N,N,ACTIVE
633,SKU000633,Clover SA Long-Life Milk 250ml,Clover SA,3,21,5,250ml,24,61,585.6,76.04,1824.96,21,Y,N,N,ACTIVE
634,SKU000634,Royal Margarine Margarine 1L,Royal Margarine,3,25,7,1L,12,71,1199.9,57.03,684.36,20,Y,N,N,ACTIVE
635,SKU000635,Unilever SA Long-Life Milk 125g,Unilever SA,3,21,8,125g,24,60,744.0,58.26,1398.24,16,Y,N,N,ACTIVE
636,SKU000636,Table Mountain Margarine Margarine 125g,Table Mountain Margarine,3,25,8,125g,24,79,726.8,73.11,1754.64,16,Y,N,N,ACTIVE
637,SKU000637,Oh My Goodness! Eggs 500ml,Oh My Goodness!,3,27,80,500ml,20,58,980.2,63.04,1260.8,20,Y,N,Y,ACTIVE
638,SKU000638,RCL Foods Cream 250ml,RCL Foods,3,26,4,250ml,24,58,406.0,40.77,978.48,29,Y,N,N,ACTIVE
639,SKU000639,Ritebrand Butter 2L,Ritebrand,3,24,79,2L,6,65,942.5,81.58,489.48,18,Y,N,Y,ACTIVE
640,SKU000640,In2Foods Chilled Juice 2L,In2Foods,3,28,37,2L,6,58,139.2,28.79,172.74,28,Y,N,N,ACTIVE
641,SKU000641,RCL Foods Butter 500ml,RCL Foods,3,24,4,500ml,20,58,203.0,44.78,895.6,22,Y,N,N,ACTIVE
642,SKU000642,Table Mountain Chilled Chilled Juice 250ml,Table Mountain Chilled,3,28,3,250ml,24,73,1306.7,54.3,1303.2,11,Y,N,N,ACTIVE
643,SKU000643,Oh My Goodness! Long-Life Milk 2L,Oh My Goodness!,3,21,80,2L,6,67,924.6,32.2,193.2,21,Y,N,Y,ACTIVE
644,SKU000644,Clover SA Yoghurt 125g,Clover SA,3,22,5,125g,24,58,730.8,17.14,411.36,17,Y,N,N,ACTIVE
645,SKU000645,In2Foods Eggs 125g,In2Foods,3,27,37,125g,24,65,273.0,56.14,1347.36,24,Y,N,N,ACTIVE
646,SKU000646,Ritebrand Yoghurt 125g,Ritebrand,3,22,79,125g,24,77,939.4,62.33,1495.92,25,Y,N,Y,ACTIVE
647,SKU000647,Gold Cream Cream 125g,Gold Cream,3,26,68,125g,24,67,649.9,83.17,1996.08,21,Y,N,N,ACTIVE
648,SKU000648,Unilever SA Butter 2L,Unilever SA,3,24,8,2L,6,64,140.8,26.68,160.08,11,Y,N,N,ACTIVE
